qseqid	sseqid	bitscore
RECA_LIMRD	RECA_HYDCU	449
RECA_LIMRD	RECA_IDILO	448
RECA_LIMRD	RECA_CLOB8	445
RECA_LIMRD	RECA_LEPME	445
RECA_LIMRD	RECA_PARDE	443
RECA_LIMRD	RECA_STRRM	443
RECA_LIMRD	RECA_BDEBA	441
RECA_LIMRD	RECA_NEIMB	439
RECA_LIMRD	RECA_RHOPA	438
RECA_LIMRD	RECA_RHOCA	438
RECA_LIMRD	RECA_NEIGO	437
RECA_LIMRD	RECA_DESPS	437
RECA_LIMRD	RECA_BIFLO	439
RECA_LIMRD	RECA_HERAR	437
RECA_LIMRD	RECA_LEIXX	436
RECA_LIMRD	RECA_BIFBR	437
RECA_LIMRD	RECA_PSECP	435
RECA_LIMRD	RECA_BLAVI	434
RECA_LIMRD	RECA_PROMI	434
RECA_LIMRD	RECA_COREF	434
RECA_LIMRD	RECA_ACIFI	432
RECA_LIMRD	RECA_METME	429
RECA_LIMRD	RECA_BORPE	428
RECA_LIMRD	RECA_RHILV	426
RECA_LIMRD	RECA_ACIAD	426
RECA_LIMRD	RECA_ALIFM	426
RECA_LIMRD	RECA_MANHA	425
RECA_LIMRD	RECA_ALKEH	423
RECA_LIMRD	RECA_STRMK	422
RECA_LIMRD	RECA_RHIET	422
RECA_LIMRD	RECA_XANCP	421
RECA_LIMRD	RECA_PSEPU	420
RECA_LIMRD	RECA_LIMPL	420
RECA_LIMRD	RECA_ENTAG	419
RECA_LIMRD	RECA_STUST	419
RECA_LIMRD	RECA_VIBVY	419
RECA_LIMRD	RECA_METFL	418
RECA_LIMRD	RECA_THEM4	418
RECA_LIMRD	RECA_VIBPA	417
RECA_LIMRD	RECA_XANOR	416
RECA_LIMRD	RECA_PSEFL	416
RECA_LIMRD	RECA_VIBAN	416
RECA_LIMRD	RECA_THEP1	416
RECA_LIMRD	RECA_SHISO	416
RECA_LIMRD	RECA_PSETO	416
RECA_LIMRD	RECA_PECAS	416
RECA_LIMRD	RECA_SODGM	415
RECA_LIMRD	RECA_SODGL	415
RECA_LIMRD	RECA_PHOPR	415
RECA_LIMRD	RECA_THESQ	414
RECA_LIMRD	RECA_SERMA	413
RECA_LIMRD	RECA_PARMW	413
RECA_LIMRD	RECA_THENN	409
RECA_LIMRD	RECA_RICPR	407
RECA_LIMRD	RECA_TRIV2	405
RECA_LIMRD	RECA_AQUPY	405
RECA_LIMRD	RECA_XANCI	403
RECA_LIMRD	RECA_XANAC	403
RECA_LIMRD	RECA_CAMJE	399
RECA_LIMRD	RECA_BACFR	395
RECA_LIMRD	RECA_CAMLA	393
RECA_LIMRD	RECA_PETMO	392
RECA_LIMRD	RECA_NEIMU	383
RECA_LIMRD	RECA_THEAQ	385
RECA_LIMRD	RECA_THET2	382
RECA_LIMRD	RECA_THET8	381
RECA_LIMRD	RECA_THETH	378
RECA_LIMRD	RECA_DEIGD	370
RECA_LIMRD	RECA_FUSNN	370
RECA_THEM4	RECA_THENN	504
RECA_THEM4	RECA_THEP1	499
RECA_THEM4	RECA_THESQ	497
RECA_THEM4	RECA_PETMO	456
RECA_THEM4	RECA_LISWE	431
RECA_THEM4	RECA_LISSE	431
RECA_THEM4	RECA_LISIV	430
RECA_THEM4	RECA_LISIN	429
RECA_THEM4	RECA_HALH5	428
RECA_THEM4	RECA_LACPE	429
RECA_THEM4	RECA_HYDCU	427
RECA_THEM4	RECA_LEVBA	427
RECA_THEM4	RECA_ZYMMO	426
RECA_THEM4	RECA_RHOPA	424
RECA_THEM4	RECA_RHILV	424
RECA_THEM4	RECA_ACIFI	422
RECA_THEM4	RECA_RHIET	422
RECA_THEM4	RECA_ACIAD	420
RECA_THEM4	RECA_IDILO	421
RECA_THEM4	RECA_BLAVI	419
RECA_THEM4	RECA_LIMRJ	418
RECA_THEM4	RECA_LIMRD	418
RECA_THEM4	RECA_STRVP	418
RECA_THEM4	RECA_COREF	418
RECA_THEM4	RECA_BACLI	415
RECA_THEM4	RECA_LATSS	415
RECA_THEM4	RECA_VIBPA	414
RECA_THEM4	RECA_DESPS	414
RECA_THEM4	RECA_RHOCA	414
RECA_THEM4	RECA_PROMI	413
RECA_THEM4	RECA_LEPME	414
RECA_THEM4	RECA_LACLC	414
RECA_THEM4	RECA_STRAM	412
RECA_THEM4	RECA_GLUOX	410
RECA_THEM4	RECA_STRLI	411
RECA_THEM4	RECA_PHOPR	410
RECA_THEM4	RECA_AQUPY	410
RECA_THEM4	RECA_PARDE	410
RECA_THEM4	RECA_PSEPU	409
RECA_THEM4	RECA_CLOPE	408
RECA_THEM4	RECA_STRRM	409
RECA_THEM4	RECA_NEIGO	407
RECA_THEM4	RECA_STAAR	406
RECA_THEM4	RECA_STAAS	406
RECA_THEM4	RECA_STAAC	406
RECA_THEM4	RECA_STAAB	406
RECA_THEM4	RECA_STAAW	406
RECA_THEM4	RECA_STAAU	406
RECA_THEM4	RECA_MANHA	407
RECA_THEM4	RECA_NEIMB	405
RECA_THEM4	RECA_STRMK	405
RECA_THEM4	RECA_PSEFL	403
RECA_THEM4	RECA_PSECP	403
RECA_THEM4	RECA_STUST	402
RECA_THEM4	RECA_PSETO	403
RECA_THEM4	RECA_SHISO	402
RECA_THEM4	RECA_BORPE	402
RECA_THEM4	RECA_VIBVY	402
RECA_THEM4	RECA_PECAS	401
RECA_THEM4	RECA_VIBAN	401
RECA_THEM4	RECA_BIFBR	402
RECA_THEM4	RECA_ENTAG	400
RECA_THEM4	RECA_ALKEH	399
RECA_THEM4	RECA_LEIXX	399
RECA_THEM4	RECA_XANCP	399
RECA_THEM4	RECA_ALIFM	399
RECA_THEM4	RECA_SODGM	399
RECA_THEM4	RECA_SODGL	399
RECA_THEM4	RECA_XANOR	398
RECA_THEM4	RECA_LIMPL	399
RECA_THEM4	RECA_BIFLO	400
RECA_THEM4	RECA_CLOB8	397
RECA_THEM4	RECA_HERAR	397
RECA_THEM4	RECA_PARMW	397
RECA_THEM4	RECA_STAES	396
RECA_THEM4	RECA_BDEBA	395
RECA_THEM4	RECA_SERMA	393
RECA_THEM4	RECA_LACAC	393
RECA_THEM4	RECA_STRAG	392
RECA_THEM4	RECA_METFL	388
RECA_THEM4	RECA_TRIV2	386
RECA_THEM4	RECA_METME	385
RECA_THEM4	RECA_RICPR	383
RECA_THEM4	RECA_THEAQ	383
RECA_THEM4	RECA_XANCI	379
RECA_THEM4	RECA_XANAC	379
RECA_THEM4	RECA_CAMJE	377
RECA_THEM4	RECA_CAMLA	373
RECA_THEM4	RECA_BACFR	372
RECA_THEM4	RECA_THET2	369
RECA_THEM4	RECA_FUSNN	369
RECA_THEM4	RECA_THET8	367
RECA_THEM4	RECA_NEIMU	363
RECA_THEM4	RECA_THETH	363
RECA_THEM4	RECA_DEIGD	344
RECA_PETMO	RECA_THEP1	460
RECA_PETMO	RECA_THEM4	456
RECA_PETMO	RECA_THESQ	453
RECA_PETMO	RECA_THENN	444
RECA_PETMO	RECA_HALH5	413
RECA_PETMO	RECA_BACLI	411
RECA_PETMO	RECA_LEVBA	405
RECA_PETMO	RECA_HYDCU	402
RECA_PETMO	RECA_LISSE	402
RECA_PETMO	RECA_LISWE	402
RECA_PETMO	RECA_LISIV	401
RECA_PETMO	RECA_CLOB8	400
RECA_PETMO	RECA_LISIN	400
RECA_PETMO	RECA_CLOPE	397
RECA_PETMO	RECA_RHOPA	396
RECA_PETMO	RECA_STRLI	397
RECA_PETMO	RECA_STRAM	397
RECA_PETMO	RECA_STRVP	395
RECA_PETMO	RECA_ZYMMO	393
RECA_PETMO	RECA_STAAR	393
RECA_PETMO	RECA_STAAS	393
RECA_PETMO	RECA_STAAC	393
RECA_PETMO	RECA_STAAB	393
RECA_PETMO	RECA_STAAW	393
RECA_PETMO	RECA_STAAU	393
RECA_PETMO	RECA_LACPE	394
RECA_PETMO	RECA_ACIAD	391
RECA_PETMO	RECA_LATSS	392
RECA_PETMO	RECA_HERAR	392
RECA_PETMO	RECA_STRRM	392
RECA_PETMO	RECA_LIMRJ	392
RECA_PETMO	RECA_LIMRD	392
RECA_PETMO	RECA_LEIXX	391
RECA_PETMO	RECA_LEPME	392
RECA_PETMO	RECA_RHILV	389
RECA_PETMO	RECA_RHIET	388
RECA_PETMO	RECA_PSETO	387
RECA_PETMO	RECA_PSEFL	387
RECA_PETMO	RECA_IDILO	385
RECA_PETMO	RECA_NEIGO	384
RECA_PETMO	RECA_GLUOX	384
RECA_PETMO	RECA_LACLC	384
RECA_PETMO	RECA_LIMPL	384
RECA_PETMO	RECA_DESPS	383
RECA_PETMO	RECA_NEIMB	382
RECA_PETMO	RECA_PSECP	382
RECA_PETMO	RECA_VIBPA	382
RECA_PETMO	RECA_COREF	383
RECA_PETMO	RECA_VIBVY	381
RECA_PETMO	RECA_METME	380
RECA_PETMO	RECA_VIBAN	380
RECA_PETMO	RECA_PSEPU	380
RECA_PETMO	RECA_STAES	379
RECA_PETMO	RECA_STUST	379
RECA_PETMO	RECA_BLAVI	379
RECA_PETMO	RECA_RHOCA	379
RECA_PETMO	RECA_PHOPR	378
RECA_PETMO	RECA_BORPE	378
RECA_PETMO	RECA_LACAC	378
RECA_PETMO	RECA_BIFLO	379
RECA_PETMO	RECA_PARDE	377
RECA_PETMO	RECA_BDEBA	377
RECA_PETMO	RECA_PROMI	375
RECA_PETMO	RECA_BIFBR	377
RECA_PETMO	RECA_PECAS	374
RECA_PETMO	RECA_ENTAG	373
RECA_PETMO	RECA_XANOR	372
RECA_PETMO	RECA_XANCP	372
RECA_PETMO	RECA_SHISO	372
RECA_PETMO	RECA_SERMA	371
RECA_PETMO	RECA_ALIFM	370
RECA_PETMO	RECA_SODGM	370
RECA_PETMO	RECA_SODGL	370
RECA_PETMO	RECA_STRMK	370
RECA_PETMO	RECA_MANHA	370
RECA_PETMO	RECA_RICPR	369
RECA_PETMO	RECA_ALKEH	368
RECA_PETMO	RECA_METFL	367
RECA_PETMO	RECA_ACIFI	365
RECA_PETMO	RECA_STRAG	366
RECA_PETMO	RECA_AQUPY	363
RECA_PETMO	RECA_PARMW	364
RECA_PETMO	RECA_THEAQ	361
RECA_PETMO	RECA_NEIMU	355
RECA_PETMO	RECA_CAMJE	358
RECA_PETMO	RECA_CAMLA	355
RECA_PETMO	RECA_TRIV2	355
RECA_PETMO	RECA_THET8	353
RECA_PETMO	RECA_THET2	352
RECA_PETMO	RECA_THETH	352
RECA_PETMO	RECA_XANCI	350
RECA_PETMO	RECA_XANAC	350
RECA_PETMO	RECA_BACFR	348
RECA_PETMO	RECA_FUSNN	344
RECA_PETMO	RECA_DEIGD	318
LEXA_PETMO	LEXA_THENN	171
LEXA_PETMO	LEXA_DEIRA	81.3
LEXA_PETMO	RECA_RHOPA	19.6
RECA_THESQ	RECA_THEP1	694
RECA_THESQ	RECA_THENN	649
RECA_THESQ	RECA_THEM4	497
RECA_THESQ	RECA_PETMO	453
RECA_THESQ	RECA_LEVBA	437
RECA_THESQ	RECA_HALH5	434
RECA_THESQ	RECA_STRVP	434
RECA_THESQ	RECA_STRLI	432
RECA_THESQ	RECA_LISIV	430
RECA_THESQ	RECA_STRAM	430
RECA_THESQ	RECA_LISSE	429
RECA_THESQ	RECA_LISIN	429
RECA_THESQ	RECA_LISWE	428
RECA_THESQ	RECA_BACLI	428
RECA_THESQ	RECA_LACPE	427
RECA_THESQ	RECA_STRRM	424
RECA_THESQ	RECA_RHILV	423
RECA_THESQ	RECA_RHIET	422
RECA_THESQ	RECA_PSECP	421
RECA_THESQ	RECA_BLAVI	417
RECA_THESQ	RECA_LIMRJ	416
RECA_THESQ	RECA_LIMRD	416
RECA_THESQ	RECA_COREF	416
RECA_THESQ	RECA_ACIAD	415
RECA_THESQ	RECA_RHOPA	415
RECA_THESQ	RECA_IDILO	415
RECA_THESQ	RECA_RHOCA	414
RECA_THESQ	RECA_LEIXX	414
RECA_THESQ	RECA_HYDCU	413
RECA_THESQ	RECA_LATSS	413
RECA_THESQ	RECA_PARDE	412
RECA_THESQ	RECA_CLOPE	412
RECA_THESQ	RECA_BIFBR	412
RECA_THESQ	RECA_BIFLO	412
RECA_THESQ	RECA_DESPS	410
RECA_THESQ	RECA_STAAR	408
RECA_THESQ	RECA_STAAS	408
RECA_THESQ	RECA_STAAC	408
RECA_THESQ	RECA_STAAB	408
RECA_THESQ	RECA_STAAW	408
RECA_THESQ	RECA_STAAU	408
RECA_THESQ	RECA_GLUOX	408
RECA_THESQ	RECA_ACIFI	408
RECA_THESQ	RECA_ZYMMO	408
RECA_THESQ	RECA_STRMK	407
RECA_THESQ	RECA_PSETO	405
RECA_THESQ	RECA_PSEPU	405
RECA_THESQ	RECA_LEPME	407
RECA_THESQ	RECA_STAES	405
RECA_THESQ	RECA_PSEFL	403
RECA_THESQ	RECA_HERAR	404
RECA_THESQ	RECA_LACAC	402
RECA_THESQ	RECA_CLOB8	402
RECA_THESQ	RECA_ALIFM	400
RECA_THESQ	RECA_VIBPA	400
RECA_THESQ	RECA_XANCP	399
RECA_THESQ	RECA_NEIMB	399
RECA_THESQ	RECA_NEIGO	398
RECA_THESQ	RECA_PHOPR	397
RECA_THESQ	RECA_STUST	396
RECA_THESQ	RECA_VIBVY	396
RECA_THESQ	RECA_XANOR	396
RECA_THESQ	RECA_VIBAN	395
RECA_THESQ	RECA_SHISO	395
RECA_THESQ	RECA_BORPE	394
RECA_THESQ	RECA_MANHA	394
RECA_THESQ	RECA_ALKEH	392
RECA_THESQ	RECA_PECAS	392
RECA_THESQ	RECA_AQUPY	391
RECA_THESQ	RECA_PROMI	389
RECA_THESQ	RECA_METME	387
RECA_THESQ	RECA_ENTAG	387
RECA_THESQ	RECA_SODGM	387
RECA_THESQ	RECA_SODGL	387
RECA_THESQ	RECA_PARMW	387
RECA_THESQ	RECA_LACLC	386
RECA_THESQ	RECA_METFL	384
RECA_THESQ	RECA_SERMA	384
RECA_THESQ	RECA_BDEBA	385
RECA_THESQ	RECA_LIMPL	384
RECA_THESQ	RECA_RICPR	382
RECA_THESQ	RECA_STRAG	383
RECA_THESQ	RECA_THEAQ	381
RECA_THESQ	RECA_XANCI	380
RECA_THESQ	RECA_XANAC	380
RECA_THESQ	RECA_TRIV2	377
RECA_THESQ	RECA_CAMLA	370
RECA_THESQ	RECA_THET2	370
RECA_THESQ	RECA_CAMJE	370
RECA_THESQ	RECA_THET8	368
RECA_THESQ	RECA_BACFR	367
RECA_THESQ	RECA_THETH	365
RECA_THESQ	RECA_NEIMU	361
RECA_THESQ	RECA_FUSNN	349
RECA_THESQ	RECA_DEIGD	336
RECA_STRMK	RECA_XANCP	651
RECA_STRMK	RECA_XANOR	650
RECA_STRMK	RECA_XANCI	626
RECA_STRMK	RECA_XANAC	626
RECA_STRMK	RECA_HYDCU	521
RECA_STRMK	RECA_ACIAD	506
RECA_STRMK	RECA_ALKEH	503
RECA_STRMK	RECA_METFL	497
RECA_STRMK	RECA_VIBAN	495
RECA_STRMK	RECA_IDILO	496
RECA_STRMK	RECA_PSEPU	493
RECA_STRMK	RECA_PSETO	492
RECA_STRMK	RECA_ALIFM	490
RECA_STRMK	RECA_VIBPA	489
RECA_STRMK	RECA_PSEFL	489
RECA_STRMK	RECA_ACIFI	488
RECA_STRMK	RECA_HERAR	489
RECA_STRMK	RECA_VIBVY	488
RECA_STRMK	RECA_STUST	487
RECA_STRMK	RECA_METME	486
RECA_STRMK	RECA_PECAS	483
RECA_STRMK	RECA_RHOPA	482
RECA_STRMK	RECA_RHIET	482
RECA_STRMK	RECA_ENTAG	481
RECA_STRMK	RECA_RHILV	481
RECA_STRMK	RECA_PHOPR	481
RECA_STRMK	RECA_PROMI	481
RECA_STRMK	RECA_BORPE	479
RECA_STRMK	RECA_SODGM	478
RECA_STRMK	RECA_SODGL	478
RECA_STRMK	RECA_SERMA	476
RECA_STRMK	RECA_SHISO	475
RECA_STRMK	RECA_BLAVI	474
RECA_STRMK	RECA_RHOCA	468
RECA_STRMK	RECA_ZYMMO	468
RECA_STRMK	RECA_GLUOX	464
RECA_STRMK	RECA_STRLI	465
RECA_STRMK	RECA_STRAM	463
RECA_STRMK	RECA_STRVP	461
RECA_STRMK	RECA_PARDE	460
RECA_STRMK	RECA_CLOPE	459
RECA_STRMK	RECA_NEIMB	458
RECA_STRMK	RECA_NEIGO	456
RECA_STRMK	RECA_STRRM	455
RECA_STRMK	RECA_LEIXX	450
RECA_STRMK	RECA_CLOB8	450
RECA_STRMK	RECA_PSECP	447
RECA_STRMK	RECA_HALH5	446
RECA_STRMK	RECA_LEPME	447
RECA_STRMK	RECA_MANHA	442
RECA_STRMK	RECA_RICPR	441
RECA_STRMK	RECA_BACLI	441
RECA_STRMK	RECA_BDEBA	441
RECA_STRMK	RECA_BIFBR	441
RECA_STRMK	RECA_BIFLO	439
RECA_STRMK	RECA_DESPS	437
RECA_STRMK	RECA_STAAR	435
RECA_STRMK	RECA_STAAS	435
RECA_STRMK	RECA_STAAC	435
RECA_STRMK	RECA_STAAB	435
RECA_STRMK	RECA_STAAW	435
RECA_STRMK	RECA_STAAU	435
RECA_STRMK	RECA_LEVBA	435
RECA_STRMK	RECA_LISIV	433
RECA_STRMK	RECA_LISSE	433
RECA_STRMK	RECA_LISWE	433
RECA_STRMK	RECA_LISIN	432
RECA_STRMK	RECA_LACPE	432
RECA_STRMK	RECA_CAMJE	428
RECA_STRMK	RECA_COREF	429
RECA_STRMK	RECA_LATSS	424
RECA_STRMK	RECA_LIMRJ	421
RECA_STRMK	RECA_LIMRD	421
RECA_STRMK	RECA_CAMLA	421
RECA_STRMK	RECA_STAES	419
RECA_STRMK	RECA_NEIMU	414
RECA_STRMK	RECA_THEP1	409
RECA_STRMK	RECA_PARMW	409
RECA_STRMK	RECA_STRAG	408
RECA_STRMK	RECA_THENN	407
RECA_STRMK	RECA_THESQ	406
RECA_STRMK	RECA_THEM4	404
RECA_STRMK	RECA_LIMPL	401
RECA_STRMK	RECA_LACAC	399
RECA_STRMK	RECA_BACFR	397
RECA_STRMK	RECA_THEAQ	395
RECA_STRMK	RECA_TRIV2	390
RECA_STRMK	RECA_THET8	389
RECA_STRMK	RECA_THET2	388
RECA_STRMK	RECA_THETH	387
RECA_STRMK	RECA_LACLC	386
RECA_STRMK	RECA_AQUPY	385
RECA_STRMK	RECA_FUSNN	384
RECA_STRMK	RECA_PETMO	370
RECA_STRMK	RECA_DEIGD	367
RECA_LIMRJ	RECA_LIMRD	734
RECA_LIMRJ	RECA_LACPE	568
RECA_LIMRJ	RECA_LEVBA	564
RECA_LIMRJ	RECA_LATSS	558
RECA_LIMRJ	RECA_LACAC	521
RECA_LIMRJ	RECA_LISIV	518
RECA_LIMRJ	RECA_LISWE	518
RECA_LIMRJ	RECA_LISSE	517
RECA_LIMRJ	RECA_LISIN	517
RECA_LIMRJ	RECA_BACLI	513
RECA_LIMRJ	RECA_HALH5	509
RECA_LIMRJ	RECA_STAAR	489
RECA_LIMRJ	RECA_STAAS	489
