qseqid	sseqid	bitscore
RECA_HERAR	RECA_CLOPE	0
RECA_HERAR	RECA_PARDE	493
RECA_HERAR	RECA_STRRM	460
RECA_HERAR	RECA_PSEFL	474
RECA_HERAR	RECA_LEVBA	442
RECA_HERAR	RECA_PSEPU	477
RECA_HERAR	RECA_STUST	482
RECA_HERAR	RECA_ALKEH	0
RECA_HERAR	RECA_CAMJE	0
RECA_HERAR	RECA_DEIGD	0
RECA_HERAR	RECA_SODGM	477
RECA_HERAR	RECA_STAAB	440
RECA_HERAR	RECA_HYDCU	510
RECA_HERAR	RECA_LATSS	434
RECA_HERAR	RECA_NEIMU	443
RECA_HERAR	RECA_LACAC	418
RECA_HERAR	RECA_STAAC	440
RECA_HERAR	RECA_IDILO	508
RECA_HERAR	RECA_THET8	396
RECA_HERAR	RECA_XANCP	497
RECA_HERAR	RECA_LEIXX	461
RECA_HERAR	RECA_DESPS	0
RECA_HERAR	RECA_PECAS	483
RECA_HERAR	RECA_STAAS	440
RECA_HERAR	RECA_STAAR	440
RECA_HERAR	RECA_LACPE	441
RECA_HERAR	RECA_PHOPR	481
RECA_HERAR	RECA_VIBVY	492
RECA_HERAR	RECA_PARMW	413
RECA_HERAR	RECA_LISIV	444
RECA_HERAR	RECA_LISWE	444
RECA_HERAR	RECA_LISSE	444
RECA_HERAR	RECA_VIBPA	496
RECA_HERAR	RECA_STAES	430
RECA_HERAR	RECA_COREF	0
RECA_HERAR	RECA_BIFLO	0
RECA_HERAR	RECA_FUSNN	0
RECA_HERAR	RECA_LISIN	442
RECA_HERAR	RECA_CAMLA	0
RECA_HERAR	RECA_STRAG	431
RECA_HERAR	RECA_HALH5	0
RECA_HERAR	RECA_PSETO	477
RECA_HERAR	RECA_MANHA	471
RECA_HERAR	RECX_DEIRA	0
RECA_HERAR	RECA_BIFBR	0
RECA_HERAR	RECA_ZYMMO	482
RECA_HERAR	RECA_RHOPA	491
RECA_HERAR	RECA_SHISO	478
RECA_HERAR	RECA_BLAVI	0
RECA_THEP1	RECA_LIMRD	0
RECA_THEP1	RECA_THEM4	0
RECA_THEP1	RECA_PETMO	0
RECA_THEP1	LEXA_PETMO	0
RECA_THEP1	RECA_THESQ	694
RECA_THEP1	RECA_STRMK	0
RECA_THEP1	RECA_LIMRJ	0
RECA_THEP1	RECA_ALIFM	0
RECA_THEP1	RECA_PSECP	0
RECA_THEP1	RECA_THENN	0
RECA_THEP1	LEXA_THENN	0
RECA_THEP1	RECA_XANOR	403
RECA_THEP1	LEXA_DEIRA	0
RECA_THEP1	RECA_XANAC	400
RECA_THEP1	RECA_XANCI	400
RECA_THEP1	RECA_BORPE	0
RECA_THEP1	RECA_LACLC	0
RECA_THEP1	RECA_LEPME	0
RECA_THEP1	RECA_NEIMB	0
RECA_THEP1	RECA_PROMI	0
RECA_THEP1	RECA_TRIV2	397
RECA_THEP1	RECA_ACIFI	0
RECA_THEP1	RECA_SERMA	0
RECA_THEP1	RECA_METFL	0
RECA_THEP1	RECA_NEIGO	0
RECA_THEP1	RECA_BACFR	0
RECA_THEP1	RECA_RHILV	0
RECA_THEP1	RECA_METME	0
RECA_THEP1	RECA_RHIET	0
RECA_THEP1	RECA_VIBAN	397
RECA_THEP1	RECA_ENTAG	0
RECA_THEP1	RECA_AQUPY	0
RECA_THEP1	RECA_STRAM	0
RECA_THEP1	RECA_RICPR	0
RECA_THEP1	RECA_ACIAD	0
RECA_THEP1	RECA_CLOB8	0
RECA_THEP1	RECA_RHOCA	0
RECA_THEP1	RECA_GLUOX	0
RECA_THEP1	RECA_LIMPL	0
RECA_THEP1	RECA_STRLI	0
RECA_THEP1	RECA_STRVP	0
RECA_THEP1	RECA_THEAQ	0
RECA_THEP1	RECA_THET2	388
RECA_THEP1	RECA_THETH	383
RECA_THEP1	RECA_BACLI	0
RECA_THEP1	RECA_BDEBA	0
RECA_THEP1	RECA_SODGL	0
RECA_THEP1	RECA_STAAU	0
RECA_THEP1	RECA_STAAW	0
RECA_THEP1	RECA_CLOPE	0
RECA_THEP1	RECA_PARDE	0
RECA_THEP1	RECA_STRRM	0
RECA_THEP1	RECA_PSEFL	0
RECA_THEP1	RECA_LEVBA	0
RECA_THEP1	RECA_PSEPU	0
RECA_THEP1	RECA_STUST	0
RECA_THEP1	RECA_ALKEH	0
RECA_THEP1	RECA_CAMJE	0
RECA_THEP1	RECA_DEIGD	0
RECA_THEP1	RECA_SODGM	0
RECA_THEP1	RECA_STAAB	0
RECA_THEP1	RECA_HYDCU	0
RECA_THEP1	RECA_LATSS	0
RECA_THEP1	RECA_NEIMU	0
RECA_THEP1	RECA_LACAC	0
RECA_THEP1	RECA_STAAC	0
RECA_THEP1	RECA_IDILO	0
RECA_THEP1	RECA_THET8	387
RECA_THEP1	RECA_XANCP	400
RECA_THEP1	RECA_LEIXX	0
RECA_THEP1	RECA_DESPS	0
RECA_THEP1	RECA_PECAS	0
RECA_THEP1	RECA_STAAS	0
RECA_THEP1	RECA_STAAR	0
RECA_THEP1	RECA_LACPE	0
RECA_THEP1	RECA_PHOPR	0
RECA_THEP1	RECA_VIBVY	399
RECA_THEP1	RECA_PARMW	0
RECA_THEP1	RECA_LISIV	0
RECA_THEP1	RECA_LISWE	0
RECA_THEP1	RECA_LISSE	0
RECA_THEP1	RECA_VIBPA	403
RECA_THEP1	RECA_STAES	0
RECA_THEP1	RECA_COREF	0
RECA_THEP1	RECA_BIFLO	0
RECA_THEP1	RECA_FUSNN	0
RECA_THEP1	RECA_LISIN	0
RECA_THEP1	RECA_CAMLA	0
RECA_THEP1	RECA_STRAG	0
RECA_THEP1	RECA_HALH5	0
RECA_THEP1	RECA_PSETO	0
RECA_THEP1	RECA_MANHA	0
RECA_THEP1	RECX_DEIRA	0
RECA_THEP1	RECA_BIFBR	0
RECA_THEP1	RECA_ZYMMO	403
RECA_THEP1	RECA_RHOPA	0
RECA_THEP1	RECA_SHISO	0
RECA_THEP1	RECA_BLAVI	0
RECA_LIMRD	RECA_THEM4	418
RECA_LIMRD	RECA_PETMO	392
RECA_LIMRD	LEXA_PETMO	0
RECA_LIMRD	RECA_THESQ	416
RECA_LIMRD	RECA_STRMK	422
RECA_LIMRD	RECA_LIMRJ	734
RECA_LIMRD	RECA_ALIFM	0
RECA_LIMRD	RECA_PSECP	435
RECA_LIMRD	RECA_THENN	409
RECA_LIMRD	LEXA_THENN	0
RECA_LIMRD	RECA_XANOR	416
RECA_LIMRD	LEXA_DEIRA	0
RECA_LIMRD	RECA_XANAC	422
RECA_LIMRD	RECA_XANCI	422
RECA_LIMRD	RECA_BORPE	0
RECA_LIMRD	RECA_LACLC	0
RECA_LIMRD	RECA_LEPME	0
RECA_LIMRD	RECA_NEIMB	446
RECA_LIMRD	RECA_PROMI	434
RECA_LIMRD	RECA_TRIV2	424
RECA_LIMRD	RECA_ACIFI	0
RECA_LIMRD	RECA_SERMA	416
RECA_LIMRD	RECA_METFL	441
RECA_LIMRD	RECA_NEIGO	444
RECA_LIMRD	RECA_BACFR	0
RECA_LIMRD	RECA_RHILV	426
RECA_LIMRD	RECA_METME	448
RECA_LIMRD	RECA_RHIET	422
RECA_LIMRD	RECA_VIBAN	416
RECA_LIMRD	RECA_ENTAG	0
RECA_LIMRD	RECA_AQUPY	0
RECA_LIMRD	RECA_STRAM	456
RECA_LIMRD	RECA_RICPR	427
RECA_LIMRD	RECA_ACIAD	0
RECA_LIMRD	RECA_CLOB8	0
RECA_LIMRD	RECA_RHOCA	438
RECA_LIMRD	RECA_GLUOX	0
RECA_LIMRD	RECA_LIMPL	0
RECA_LIMRD	RECA_STRLI	462
RECA_LIMRD	RECA_STRVP	457
RECA_LIMRD	RECA_THEAQ	400
RECA_LIMRD	RECA_THET2	404
RECA_LIMRD	RECA_THETH	400
RECA_LIMRD	RECA_BACLI	0
RECA_LIMRD	RECA_BDEBA	0
RECA_LIMRD	RECA_SODGL	415
RECA_LIMRD	RECA_STAAU	489
RECA_LIMRD	RECA_STAAW	489
RECA_LIMRD	RECA_CLOPE	0
RECA_LIMRD	RECA_PARDE	443
RECA_LIMRD	RECA_STRRM	446
RECA_LIMRD	RECA_PSEFL	416
RECA_LIMRD	RECA_LEVBA	0
RECA_LIMRD	RECA_PSEPU	421
RECA_LIMRD	RECA_STUST	419
RECA_LIMRD	RECA_ALKEH	0
RECA_LIMRD	RECA_CAMJE	0
RECA_LIMRD	RECA_DEIGD	0
RECA_LIMRD	RECA_SODGM	415
RECA_LIMRD	RECA_STAAB	489
RECA_LIMRD	RECA_HYDCU	0
RECA_LIMRD	RECA_LATSS	0
RECA_LIMRD	RECA_NEIMU	383
RECA_LIMRD	RECA_LACAC	0
RECA_LIMRD	RECA_STAAC	489
RECA_LIMRD	RECA_IDILO	0
RECA_LIMRD	RECA_THET8	404
RECA_LIMRD	RECA_XANCP	421
RECA_LIMRD	RECA_LEIXX	0
RECA_LIMRD	RECA_DESPS	0
RECA_LIMRD	RECA_PECAS	416
RECA_LIMRD	RECA_STAAS	489
RECA_LIMRD	RECA_STAAR	489
RECA_LIMRD	RECA_LACPE	0
RECA_LIMRD	RECA_PHOPR	415
RECA_LIMRD	RECA_VIBVY	419
RECA_LIMRD	RECA_PARMW	415
RECA_LIMRD	RECA_LISIV	518
RECA_LIMRD	RECA_LISWE	519
RECA_LIMRD	RECA_LISSE	518
RECA_LIMRD	RECA_VIBPA	417
RECA_LIMRD	RECA_STAES	493
RECA_LIMRD	RECA_COREF	0
RECA_LIMRD	RECA_BIFLO	0
RECA_LIMRD	RECA_FUSNN	0
RECA_LIMRD	RECA_LISIN	517
RECA_LIMRD	RECA_CAMLA	0
RECA_LIMRD	RECA_STRAG	464
RECA_LIMRD	RECA_HALH5	0
RECA_LIMRD	RECA_PSETO	416
RECA_LIMRD	RECA_MANHA	431
RECA_LIMRD	RECX_DEIRA	0
RECA_LIMRD	RECA_BIFBR	0
RECA_LIMRD	RECA_ZYMMO	451
RECA_LIMRD	RECA_RHOPA	438
RECA_LIMRD	RECA_SHISO	416
RECA_LIMRD	RECA_BLAVI	0
RECA_THEM4	RECA_PETMO	0
RECA_THEM4	LEXA_PETMO	0
RECA_THEM4	RECA_THESQ	497
RECA_THEM4	RECA_STRMK	0
RECA_THEM4	RECA_LIMRJ	0
RECA_THEM4	RECA_ALIFM	0
RECA_THEM4	RECA_PSECP	0
RECA_THEM4	RECA_THENN	504
RECA_THEM4	LEXA_THENN	0
RECA_THEM4	RECA_XANOR	398
RECA_THEM4	LEXA_DEIRA	0
RECA_THEM4	RECA_XANAC	398
RECA_THEM4	RECA_XANCI	398
RECA_THEM4	RECA_BORPE	0
RECA_THEM4	RECA_LACLC	0
RECA_THEM4	RECA_LEPME	0
RECA_THEM4	RECA_NEIMB	0
RECA_THEM4	RECA_PROMI	0
RECA_THEM4	RECA_TRIV2	404
RECA_THEM4	RECA_ACIFI	0
RECA_THEM4	RECA_SERMA	0
RECA_THEM4	RECA_METFL	0
RECA_THEM4	RECA_NEIGO	0
RECA_THEM4	RECA_BACFR	0
RECA_THEM4	RECA_RHILV	0
RECA_THEM4	RECA_METME	0
RECA_THEM4	RECA_RHIET	0
RECA_THEM4	RECA_VIBAN	401
RECA_THEM4	RECA_ENTAG	0
RECA_THEM4	RECA_AQUPY	0
RECA_THEM4	RECA_STRAM	0
RECA_THEM4	RECA_RICPR	0
RECA_THEM4	RECA_ACIAD	0
RECA_THEM4	RECA_CLOB8	0
RECA_THEM4	RECA_RHOCA	0
RECA_THEM4	RECA_GLUOX	0
RECA_THEM4	RECA_LIMPL	0
RECA_THEM4	RECA_STRLI	0
RECA_THEM4	RECA_STRVP	0
RECA_THEM4	RECA_THEAQ	0
RECA_THEM4	RECA_THET2	391
RECA_THEM4	RECA_THETH	385
RECA_THEM4	RECA_BACLI	0
RECA_THEM4	RECA_BDEBA	0
RECA_THEM4	RECA_SODGL	0
RECA_THEM4	RECA_STAAU	0
RECA_THEM4	RECA_STAAW	0
RECA_THEM4	RECA_CLOPE	0
RECA_THEM4	RECA_PARDE	0
RECA_THEM4	RECA_STRRM	0
RECA_THEM4	RECA_PSEFL	0
RECA_THEM4	RECA_LEVBA	0
RECA_THEM4	RECA_PSEPU	0
RECA_THEM4	RECA_STUST	0
RECA_THEM4	RECA_ALKEH	0
RECA_THEM4	RECA_CAMJE	0
RECA_THEM4	RECA_DEIGD	0
RECA_THEM4	RECA_SODGM	0
RECA_THEM4	RECA_STAAB	0
RECA_THEM4	RECA_HYDCU	0
RECA_THEM4	RECA_LATSS	0
RECA_THEM4	RECA_NEIMU	0
RECA_THEM4	RECA_LACAC	0
RECA_THEM4	RECA_STAAC	0
RECA_THEM4	RECA_IDILO	0
RECA_THEM4	RECA_THET8	389
RECA_THEM4	RECA_XANCP	399
RECA_THEM4	RECA_LEIXX	0
RECA_THEM4	RECA_DESPS	0
RECA_THEM4	RECA_PECAS	0
RECA_THEM4	RECA_STAAS	0
RECA_THEM4	RECA_STAAR	0
RECA_THEM4	RECA_LACPE	0
RECA_THEM4	RECA_PHOPR	0
RECA_THEM4	RECA_VIBVY	402
RECA_THEM4	RECA_PARMW	0
RECA_THEM4	RECA_LISIV	0
RECA_THEM4	RECA_LISWE	0
RECA_THEM4	RECA_LISSE	0
RECA_THEM4	RECA_VIBPA	414
RECA_THEM4	RECA_STAES	0
RECA_THEM4	RECA_COREF	0
RECA_THEM4	RECA_BIFLO	0
RECA_THEM4	RECA_FUSNN	0
RECA_THEM4	RECA_LISIN	0
RECA_THEM4	RECA_CAMLA	0
RECA_THEM4	RECA_STRAG	0
RECA_THEM4	RECA_HALH5	0
RECA_THEM4	RECA_PSETO	0
RECA_THEM4	RECA_MANHA	0
RECA_THEM4	RECX_DEIRA	0
RECA_THEM4	RECA_BIFBR	0
RECA_THEM4	RECA_ZYMMO	426
RECA_THEM4	RECA_RHOPA	0
RECA_THEM4	RECA_SHISO	0
RECA_THEM4	RECA_BLAVI	0
RECA_PETMO	LEXA_PETMO	0
RECA_PETMO	RECA_THESQ	453
RECA_PETMO	RECA_STRMK	370
RECA_PETMO	RECA_LIMRJ	0
RECA_PETMO	RECA_ALIFM	0
RECA_PETMO	RECA_PSECP	382
RECA_PETMO	RECA_THENN	444
RECA_PETMO	LEXA_THENN	0
RECA_PETMO	RECA_XANOR	372
RECA_PETMO	LEXA_DEIRA	0
RECA_PETMO	RECA_XANAC	367
RECA_PETMO	RECA_XANCI	367
RECA_PETMO	RECA_BORPE	0
RECA_PETMO	RECA_LACLC	0
RECA_PETMO	RECA_LEPME	0
RECA_PETMO	RECA_NEIMB	0
RECA_PETMO	RECA_PROMI	375
RECA_PETMO	RECA_TRIV2	370
RECA_PETMO	RECA_ACIFI	0
RECA_PETMO	RECA_SERMA	373
RECA_PETMO	RECA_METFL	0
RECA_PETMO	RECA_NEIGO	0
RECA_PETMO	RECA_BACFR	0
RECA_PETMO	RECA_RHILV	389
RECA_PETMO	RECA_METME	0
RECA_PETMO	RECA_RHIET	388
RECA_PETMO	RECA_VIBAN	380
RECA_PETMO	RECA_ENTAG	0
RECA_PETMO	RECA_AQUPY	0
RECA_PETMO	RECA_STRAM	398
RECA_PETMO	RECA_RICPR	384
RECA_PETMO	RECA_ACIAD	0
RECA_PETMO	RECA_CLOB8	0
RECA_PETMO	RECA_RHOCA	379
RECA_PETMO	RECA_GLUOX	0
RECA_PETMO	RECA_LIMPL	0
RECA_PETMO	RECA_STRLI	400
RECA_PETMO	RECA_STRVP	399
RECA_PETMO	RECA_THEAQ	370
RECA_PETMO	RECA_THET2	370
RECA_PETMO	RECA_THETH	370
RECA_PETMO	RECA_BACLI	0
RECA_PETMO	RECA_BDEBA	0
RECA_PETMO	RECA_SODGL	370
RECA_PETMO	RECA_STAAU	393
RECA_PETMO	RECA_STAAW	393
RECA_PETMO	RECA_CLOPE	0
RECA_PETMO	RECA_PARDE	0
RECA_PETMO	RECA_STRRM	394
RECA_PETMO	RECA_PSEFL	387
RECA_PETMO	RECA_LEVBA	0
RECA_PETMO	RECA_PSEPU	381
RECA_PETMO	RECA_STUST	379
RECA_PETMO	RECA_ALKEH	0
RECA_PETMO	RECA_CAMJE	0
RECA_PETMO	RECA_DEIGD	0
RECA_PETMO	RECA_SODGM	370
RECA_PETMO	RECA_STAAB	393
RECA_PETMO	RECA_HYDCU	0
RECA_PETMO	RECA_LATSS	0
RECA_PETMO	RECA_NEIMU	0
RECA_PETMO	RECA_LACAC	0
RECA_PETMO	RECA_STAAC	393
RECA_PETMO	RECA_IDILO	0
RECA_PETMO	RECA_THET8	371
RECA_PETMO	RECA_XANCP	372
RECA_PETMO	RECA_LEIXX	0
RECA_PETMO	RECA_DESPS	0
RECA_PETMO	RECA_PECAS	0
RECA_PETMO	RECA_STAAS	393
RECA_PETMO	RECA_STAAR	393
RECA_PETMO	RECA_LACPE	0
RECA_PETMO	RECA_PHOPR	380
RECA_PETMO	RECA_VIBVY	381
RECA_PETMO	RECA_PARMW	0
RECA_PETMO	RECA_LISIV	0
RECA_PETMO	RECA_LISWE	0
RECA_PETMO	RECA_LISSE	0
RECA_PETMO	RECA_VIBPA	382
RECA_PETMO	RECA_STAES	390
RECA_PETMO	RECA_COREF	0
RECA_PETMO	RECA_BIFLO	0
RECA_PETMO	RECA_FUSNN	0
RECA_PETMO	RECA_LISIN	0
RECA_PETMO	RECA_CAMLA	0
RECA_PETMO	RECA_STRAG	366
RECA_PETMO	RECA_HALH5	0
RECA_PETMO	RECA_PSETO	387
RECA_PETMO	RECA_MANHA	0
RECA_PETMO	RECX_DEIRA	0
RECA_PETMO	RECA_BIFBR	0
RECA_PETMO	RECA_ZYMMO	393
RECA_PETMO	RECA_RHOPA	396
RECA_PETMO	RECA_SHISO	372
RECA_PETMO	RECA_BLAVI	0
LEXA_PETMO	RECA_THESQ	0
LEXA_PETMO	RECA_STRMK	0
LEXA_PETMO	RECA_LIMRJ	0
LEXA_PETMO	RECA_ALIFM	0
LEXA_PETMO	RECA_PSECP	0
LEXA_PETMO	RECA_THENN	0
LEXA_PETMO	LEXA_THENN	171
LEXA_PETMO	RECA_XANOR	0
LEXA_PETMO	LEXA_DEIRA	0
LEXA_PETMO	RECA_XANAC	0
LEXA_PETMO	RECA_XANCI	0
LEXA_PETMO	RECA_BORPE	0
LEXA_PETMO	RECA_LACLC	0
LEXA_PETMO	RECA_LEPME	0
LEXA_PETMO	RECA_NEIMB	0
LEXA_PETMO	RECA_PROMI	0
LEXA_PETMO	RECA_TRIV2	0
LEXA_PETMO	RECA_ACIFI	0
LEXA_PETMO	RECA_SERMA	0
LEXA_PETMO	RECA_METFL	0
LEXA_PETMO	RECA_NEIGO	0
LEXA_PETMO	RECA_BACFR	0
LEXA_PETMO	RECA_RHILV	0
LEXA_PETMO	RECA_METME	0
LEXA_PETMO	RECA_RHIET	0
LEXA_PETMO	RECA_VIBAN	0
LEXA_PETMO	RECA_ENTAG	0
LEXA_PETMO	RECA_AQUPY	0
LEXA_PETMO	RECA_STRAM	0
LEXA_PETMO	RECA_RICPR	0
LEXA_PETMO	RECA_ACIAD	0
LEXA_PETMO	RECA_CLOB8	0
LEXA_PETMO	RECA_RHOCA	0
LEXA_PETMO	RECA_GLUOX	0
LEXA_PETMO	RECA_LIMPL	0
LEXA_PETMO	RECA_STRLI	0
LEXA_PETMO	RECA_STRVP	0
LEXA_PETMO	RECA_THEAQ	0
LEXA_PETMO	RECA_THET2	0
LEXA_PETMO	RECA_THETH	0
LEXA_PETMO	RECA_BACLI	0
LEXA_PETMO	RECA_BDEBA	0
LEXA_PETMO	RECA_SODGL	0
LEXA_PETMO	RECA_STAAU	0
LEXA_PETMO	RECA_STAAW	0
LEXA_PETMO	RECA_CLOPE	0
LEXA_PETMO	RECA_PARDE	0
LEXA_PETMO	RECA_STRRM	0
LEXA_PETMO	RECA_PSEFL	0
LEXA_PETMO	RECA_LEVBA	0
LEXA_PETMO	RECA_PSEPU	0
LEXA_PETMO	RECA_STUST	0
LEXA_PETMO	RECA_ALKEH	0
LEXA_PETMO	RECA_CAMJE	0
LEXA_PETMO	RECA_DEIGD	0
LEXA_PETMO	RECA_SODGM	0
LEXA_PETMO	RECA_STAAB	0
LEXA_PETMO	RECA_HYDCU	0
LEXA_PETMO	RECA_LATSS	0
LEXA_PETMO	RECA_NEIMU	0
LEXA_PETMO	RECA_LACAC	0
LEXA_PETMO	RECA_STAAC	0
LEXA_PETMO	RECA_IDILO	0
LEXA_PETMO	RECA_THET8	0
LEXA_PETMO	RECA_XANCP	0
LEXA_PETMO	RECA_LEIXX	0
LEXA_PETMO	RECA_DESPS	0
LEXA_PETMO	RECA_PECAS	0
LEXA_PETMO	RECA_STAAS	0
LEXA_PETMO	RECA_STAAR	0
LEXA_PETMO	RECA_LACPE	0
LEXA_PETMO	RECA_PHOPR	0
LEXA_PETMO	RECA_VIBVY	0
LEXA_PETMO	RECA_PARMW	0
LEXA_PETMO	RECA_LISIV	0
LEXA_PETMO	RECA_LISWE	0
LEXA_PETMO	RECA_LISSE	0
LEXA_PETMO	RECA_VIBPA	0
LEXA_PETMO	RECA_STAES	0
LEXA_PETMO	RECA_COREF	0
LEXA_PETMO	RECA_BIFLO	0
LEXA_PETMO	RECA_FUSNN	0
LEXA_PETMO	RECA_LISIN	0
LEXA_PETMO	RECA_CAMLA	0
LEXA_PETMO	RECA_STRAG	0
LEXA_PETMO	RECA_HALH5	0
LEXA_PETMO	RECA_PSETO	0
LEXA_PETMO	RECA_MANHA	0
LEXA_PETMO	RECX_DEIRA	0
LEXA_PETMO	RECA_BIFBR	0
LEXA_PETMO	RECA_ZYMMO	0
LEXA_PETMO	RECA_RHOPA	19.6
LEXA_PETMO	RECA_SHISO	0
LEXA_PETMO	RECA_BLAVI	0
RECA_THESQ	RECA_STRMK	0
RECA_THESQ	RECA_LIMRJ	0
RECA_THESQ	RECA_ALIFM	0
RECA_THESQ	RECA_PSECP	0
RECA_THESQ	RECA_THENN	0
RECA_THESQ	LEXA_THENN	0
RECA_THESQ	RECA_XANOR	396
RECA_THESQ	LEXA_DEIRA	0
RECA_THESQ	RECA_XANAC	398
RECA_THESQ	RECA_XANCI	398
RECA_THESQ	RECA_BORPE	0
RECA_THESQ	RECA_LACLC	0
RECA_THESQ	RECA_LEPME	0
RECA_THESQ	RECA_NEIMB	0
RECA_THESQ	RECA_PROMI	0
RECA_THESQ	RECA_TRIV2	395
RECA_THESQ	RECA_ACIFI	0
RECA_THESQ	RECA_SERMA	0
RECA_THESQ	RECA_METFL	0
RECA_THESQ	RECA_NEIGO	0
RECA_THESQ	RECA_BACFR	0
RECA_THESQ	RECA_RHILV	0
RECA_THESQ	RECA_METME	0
RECA_THESQ	RECA_RHIET	0
RECA_THESQ	RECA_VIBAN	395
RECA_THESQ	RECA_ENTAG	0
RECA_THESQ	RECA_AQUPY	0
RECA_THESQ	RECA_STRAM	0
RECA_THESQ	RECA_RICPR	0
RECA_THESQ	RECA_ACIAD	0
RECA_THESQ	RECA_CLOB8	0
RECA_THESQ	RECA_RHOCA	0
RECA_THESQ	RECA_GLUOX	0
RECA_THESQ	RECA_LIMPL	0
RECA_THESQ	RECA_STRLI	0
RECA_THESQ	RECA_STRVP	0
RECA_THESQ	RECA_THEAQ	0
RECA_THESQ	RECA_THET2	389
RECA_THESQ	RECA_THETH	384
RECA_THESQ	RECA_BACLI	0
RECA_THESQ	RECA_BDEBA	0
RECA_THESQ	RECA_SODGL	0
RECA_THESQ	RECA_STAAU	0
RECA_THESQ	RECA_STAAW	0
RECA_THESQ	RECA_CLOPE	0
RECA_THESQ	RECA_PARDE	0
RECA_THESQ	RECA_STRRM	0
RECA_THESQ	RECA_PSEFL	0
RECA_THESQ	RECA_LEVBA	0
RECA_THESQ	RECA_PSEPU	0
RECA_THESQ	RECA_STUST	0
RECA_THESQ	RECA_ALKEH	0
RECA_THESQ	RECA_CAMJE	0
RECA_THESQ	RECA_DEIGD	0
RECA_THESQ	RECA_SODGM	0
RECA_THESQ	RECA_STAAB	0
RECA_THESQ	RECA_HYDCU	0
RECA_THESQ	RECA_LATSS	0
RECA_THESQ	RECA_NEIMU	0
RECA_THESQ	RECA_LACAC	0
RECA_THESQ	RECA_STAAC	0
RECA_THESQ	RECA_IDILO	0
RECA_THESQ	RECA_THET8	387
RECA_THESQ	RECA_XANCP	399
RECA_THESQ	RECA_LEIXX	0
RECA_THESQ	RECA_DESPS	0
RECA_THESQ	RECA_PECAS	0
RECA_THESQ	RECA_STAAS	0
RECA_THESQ	RECA_STAAR	0
RECA_THESQ	RECA_LACPE	0
RECA_THESQ	RECA_PHOPR	0
RECA_THESQ	RECA_VIBVY	396
RECA_THESQ	RECA_PARMW	0
RECA_THESQ	RECA_LISIV	0
RECA_THESQ	RECA_LISWE	0
RECA_THESQ	RECA_LISSE	0
RECA_THESQ	RECA_VIBPA	400
RECA_THESQ	RECA_STAES	0
RECA_THESQ	RECA_COREF	0
RECA_THESQ	RECA_BIFLO	0
RECA_THESQ	RECA_FUSNN	0
RECA_THESQ	RECA_LISIN	0
RECA_THESQ	RECA_CAMLA	0
RECA_THESQ	RECA_STRAG	0
RECA_THESQ	RECA_HALH5	0
RECA_THESQ	RECA_PSETO	0
RECA_THESQ	RECA_MANHA	0
RECA_THESQ	RECX_DEIRA	0
RECA_THESQ	RECA_BIFBR	0
RECA_THESQ	RECA_ZYMMO	408
RECA_THESQ	RECA_RHOPA	0
RECA_THESQ	RECA_SHISO	0
RECA_THESQ	RECA_BLAVI	0
RECA_STRMK	RECA_LIMRJ	0
RECA_STRMK	RECA_ALIFM	0
RECA_STRMK	RECA_PSECP	0
RECA_STRMK	RECA_THENN	407
RECA_STRMK	LEXA_THENN	0
